score_difference,player_burst_prob,opponent_burst_prob,remaining_cards_num,round,player_life,opponent_life,draw_card
7,0.16,0.77,1,2,5,3,FALSE
1,0.61,0.66,6,6,5,5,TRUE
10,0.75,0.49,4,2,5,5,FALSE
2,0.02,0.09,3,2,2,2,FALSE
9,0.28,0.78,3,2,5,2,TRUE
5,0.06,0.92,8,3,5,2,FALSE
2,0.63,0.69,2,6,2,1,FALSE
0,0.6,0.22,2,6,1,5,FALSE
9,0.87,0.41,8,7,1,1,FALSE
13,0.3,0.55,2,7,1,3,FALSE
4,0.67,0.53,1,4,4,1,FALSE
3,0.28,0.64,6,3,3,4,TRUE
3,0.85,0.01,8,6,5,4,TRUE
10,0.31,0.51,4,1,4,5,FALSE
0,1,0.47,6,7,2,4,FALSE
14,0.28,0.49,3,3,1,2,FALSE
7,0.63,0.83,3,1,1,2,TRUE
6,0.88,0.19,3,4,5,4,FALSE
13,0.71,0.38,2,5,3,3,FALSE
14,0.52,0.07,3,4,3,4,FALSE
16,0.98,0.45,5,7,1,4,FALSE
2,0.94,0.85,4,2,5,1,FALSE
17,0.41,0.65,1,6,5,1,FALSE
3,0.55,0.94,7,6,5,4,FALSE
2,0.2,0.69,1,6,4,1,FALSE
5,0.61,0.36,3,4,4,2,FALSE
3,0.47,0.41,2,1,1,2,TRUE
16,0.03,0.34,2,5,4,3,FALSE
2,0.55,0.37,5,3,5,3,FALSE
9,0.8,0.18,5,6,3,1,TRUE
5,0.66,0.43,5,7,1,1,FALSE
17,0.96,0.94,7,7,4,5,FALSE
4,0.71,0.92,3,3,3,5,FALSE
2,0.87,0.6,8,7,2,2,FALSE
6,0.77,0.1,6,7,5,3,TRUE
2,0.84,0.5,8,7,3,5,FALSE
5,0.79,0.65,4,2,4,5,FALSE
4,0.92,0.68,3,6,1,5,FALSE
6,0.97,0.36,8,5,2,4,FALSE
8,0.55,0.4,6,7,3,4,FALSE
6,0.76,0.64,4,5,3,1,FALSE
14,0.95,0.12,2,4,5,4,FALSE
8,0.15,0.57,1,5,1,4,FALSE
3,0.41,0.74,8,1,4,4,FALSE
6,0.83,0.57,3,2,5,1,FALSE
8,0.21,0.63,2,7,4,3,FALSE
2,0.43,0.89,6,1,3,1,FALSE
13,0.01,0.97,2,5,2,2,FALSE
3,0.27,0.73,7,7,3,5,FALSE
1,0.05,0.8,3,6,2,1,TRUE
18,0.74,0.39,5,1,4,2,FALSE
8,0.53,0.9,1,1,4,3,FALSE
7,0.95,0.89,5,7,3,2,TRUE
2,0.68,0.69,1,1,2,2,FALSE
2,0.44,0.96,7,5,1,5,FALSE
9,0.43,0.57,3,7,2,1,TRUE
8,0.39,0.22,8,3,4,3,TRUE
2,0.52,0.77,5,2,5,3,FALSE
2,0.86,0.83,4,2,5,5,FALSE
2,0.45,0.6,2,4,5,3,FALSE
9,0.55,0.88,6,4,4,5,FALSE
11,0.38,0.11,4,3,2,5,TRUE
5,0.92,0.34,6,2,3,1,FALSE
4,0.35,0.65,2,4,2,5,FALSE
9,0.83,0.1,2,2,4,3,FALSE
14,0.21,0.58,1,1,3,2,FALSE
9,0.55,0.56,3,4,4,2,TRUE
9,0.52,0.63,4,2,5,5,FALSE
1,0.87,0.71,4,4,2,2,FALSE
10,0.15,0.41,5,1,2,5,TRUE
1,0.86,0.24,2,4,2,5,FALSE
1,0.77,0.5,5,2,4,2,FALSE
5,0.5,0.69,1,7,2,5,FALSE
13,0.55,0.82,5,7,3,2,FALSE
9,0.08,0.15,7,2,1,5,TRUE
7,0.68,0.01,4,2,3,1,TRUE
4,0.33,0.65,6,4,2,4,TRUE
6,0.07,0.71,6,5,3,5,FALSE
2,0.07,0.55,8,3,4,3,FALSE
1,0.62,0.2,3,2,2,4,FALSE
12,0.13,0.93,8,1,5,3,FALSE
12,0.43,0.78,8,1,4,2,TRUE
9,0.67,0.54,3,4,4,1,FALSE
16,0.78,0.67,2,3,4,5,FALSE
10,0.5,0.05,1,6,1,5,FALSE
1,0.69,0.6,4,3,4,4,TRUE
8,0.7,0.69,4,7,5,1,FALSE
2,0.41,0.48,3,4,4,2,FALSE
11,0.7,0.36,4,2,3,1,FALSE
16,0.43,0.6,5,4,2,1,TRUE
11,0.78,0.84,7,7,2,3,FALSE
5,0.74,0.37,8,1,3,4,FALSE
2,0.54,0.01,1,2,2,1,FALSE
3,1,0.1,7,5,3,4,FALSE
6,0.02,0.62,8,4,1,5,FALSE
13,0.97,0.42,8,4,3,4,FALSE
15,0.76,0.35,7,4,1,3,FALSE
4,0.16,0.97,6,6,1,4,FALSE
9,0.94,0.33,8,6,2,5,FALSE
3,0.82,0.67,2,1,1,2,FALSE
1,0.23,0.34,6,4,5,2,FALSE
3,0.66,0.06,1,2,2,3,FALSE
4,0.66,0.09,3,4,2,5,FALSE
7,0.16,0.77,3,2,5,5,FALSE
7,0.06,0.89,8,1,3,1,FALSE
4,0.53,0.53,1,6,5,3,FALSE
10,0.04,0.47,5,5,5,4,TRUE
0,0.49,0.89,7,4,2,3,FALSE
6,0.88,0.34,2,7,4,2,FALSE
2,0.68,0.57,2,1,5,4,FALSE
11,0.09,0.92,7,1,4,3,TRUE
5,0.09,0.13,4,5,5,1,TRUE
8,0.74,0.92,4,7,3,5,FALSE
8,0.37,0.49,3,6,5,4,FALSE
11,0.08,0.31,8,3,1,4,FALSE
12,0.43,0.17,3,4,5,5,TRUE
11,0.26,0.1,6,7,1,1,TRUE
4,0.52,0.33,1,4,4,5,FALSE
17,0.97,0.06,8,4,2,4,FALSE
1,0.98,0.96,5,5,4,1,TRUE
9,0.1,0.77,3,3,4,1,FALSE
8,0.65,0.98,5,4,1,5,FALSE
2,0.97,0.16,2,2,5,4,FALSE
13,0.17,0.51,5,3,2,2,FALSE
5,0.57,0.22,6,4,2,4,TRUE
13,0.56,0.75,4,6,2,4,FALSE
12,0.27,0.82,2,4,5,4,FALSE
4,0.88,0.37,6,2,1,1,FALSE
15,0.49,0.05,7,4,4,5,TRUE
3,0.04,0.45,2,5,5,2,FALSE
5,0.81,0.76,1,1,1,1,FALSE
9,0.02,0.59,8,3,1,2,FALSE
9,0.48,0.3,3,3,3,3,FALSE
14,0.56,0.45,6,6,5,5,FALSE
7,0.65,0.96,7,6,1,3,FALSE
8,0.64,0.09,8,1,4,1,TRUE
1,0.55,0.91,2,4,5,3,FALSE
15,0.88,0.42,5,4,4,5,FALSE
9,0.88,0.8,3,3,2,5,FALSE
9,0.8,0.73,8,7,1,5,FALSE
0,0.64,0.85,4,1,1,3,FALSE
2,0.49,0.52,7,5,5,2,FALSE
1,0.11,0.88,6,2,1,1,FALSE
4,0.31,0.68,1,7,3,4,FALSE
12,0.58,0.75,1,6,5,2,FALSE
4,0.9,0.51,7,1,2,1,FALSE
11,0.18,0.79,4,3,1,5,TRUE
9,0.38,0.81,1,3,5,5,FALSE
15,0.37,0.46,2,5,4,3,FALSE
9,0.3,0.82,5,5,5,2,FALSE
0,0.57,0.05,4,4,5,1,TRUE
7,0.17,0.47,6,2,5,5,TRUE
0,0.54,0.23,5,1,4,5,TRUE
4,0.23,0.16,7,4,5,4,TRUE
15,0.82,0.77,8,1,4,2,FALSE
2,0.29,0.61,7,2,3,2,TRUE
4,0.33,0.09,7,3,5,1,TRUE
5,0.4,0.05,3,5,1,1,FALSE
4,0.69,0.51,7,3,4,3,TRUE
9,0.62,0.63,4,6,5,1,FALSE
4,0.54,0.11,5,4,5,5,TRUE
10,0.37,0.83,7,3,1,4,FALSE
3,0.39,0.49,1,7,2,3,FALSE
10,0.67,0.7,1,7,3,4,FALSE
10,0.58,0.75,5,3,1,5,FALSE
3,0.94,0.93,6,6,2,1,TRUE
1,0.83,0.12,1,2,4,5,FALSE
2,0.52,0.64,1,1,2,5,FALSE
8,0.5,0.51,6,3,1,1,FALSE
4,0.52,0.67,7,2,5,2,FALSE
5,0.73,0.61,1,1,3,2,FALSE
13,0.73,0.24,1,4,5,4,FALSE
9,0.86,0.72,8,2,1,5,FALSE
0,0.86,0.08,6,3,4,5,TRUE
2,0.56,0.26,5,3,2,3,TRUE
7,0.3,0.96,2,2,2,3,FALSE
7,0.38,0.98,1,1,1,1,FALSE
1,0.97,0.01,8,5,4,2,FALSE
6,0.25,0.62,4,3,2,4,FALSE
13,0.35,0.13,8,1,4,5,TRUE
14,0.4,0.13,1,6,1,3,FALSE
14,0.89,0.22,7,5,2,2,TRUE
15,0.42,0.02,2,2,4,3,FALSE
10,0.92,0.92,3,1,4,1,FALSE
2,0.49,0.58,1,4,4,4,FALSE
9,0.59,0.63,2,5,4,3,FALSE
11,0.42,0.71,7,5,3,5,FALSE
7,0.43,0.48,5,6,1,5,FALSE
2,0.35,0.08,5,2,3,5,TRUE
4,0.72,0.19,4,2,4,5,TRUE
2,0.9,0.9,3,1,2,3,TRUE
14,0.95,0.2,6,1,3,2,TRUE
4,0.81,0.95,2,3,3,4,FALSE
3,0.49,0.59,8,6,2,1,TRUE
11,0.62,0.35,2,5,4,2,FALSE
7,0.93,0.25,1,6,2,5,FALSE
13,0.65,0.97,8,6,1,5,FALSE
1,0.71,0.1,8,7,3,5,FALSE
15,0.55,0.92,6,6,1,1,FALSE
17,1,0.27,3,4,3,5,FALSE
11,0.95,0.19,6,1,3,5,FALSE
0,0.57,0.24,6,1,1,3,TRUE
0,0.87,0.83,7,2,5,2,TRUE
18,0.38,0.18,1,7,2,1,FALSE
3,0.08,0.89,1,2,1,4,FALSE
8,0.71,0.64,1,1,3,2,FALSE
9,0.59,0.01,3,7,1,2,FALSE
7,0.97,0.4,4,6,4,1,FALSE
12,0.77,0.5,5,4,5,4,FALSE
11,0.26,0.75,8,1,5,4,FALSE
0,0.68,0.73,7,1,1,3,FALSE
11,0.42,0.78,2,3,1,3,TRUE
2,0.64,0.06,3,1,4,2,FALSE
1,0.77,0.67,1,5,2,3,FALSE
3,0.87,0.01,2,5,1,3,FALSE
13,0.24,0.36,7,7,3,4,FALSE
1,0.5,0.38,1,3,4,5,FALSE
12,0.31,0.14,3,3,1,3,TRUE
6,0.28,0.57,8,4,5,4,TRUE
2,0.4,0.88,6,6,4,4,TRUE
5,0.2,0.09,6,2,3,3,TRUE
7,0.56,0.63,2,4,1,1,FALSE
3,0.4,0.65,8,7,3,5,TRUE
2,0.59,0.51,6,7,3,2,FALSE
7,0.37,0.08,8,7,1,1,TRUE
8,0.9,0.3,5,7,4,2,TRUE
1,0.53,0.79,2,3,3,2,FALSE
4,0.55,0.07,4,6,4,1,TRUE
1,0.87,0.71,2,4,4,1,FALSE
1,0.19,0.44,7,6,5,4,FALSE
1,0.93,0.69,8,2,3,5,FALSE
13,0.02,0.95,3,4,5,2,FALSE
9,0.47,0.55,8,5,2,1,FALSE
5,0.35,0.54,5,5,2,5,FALSE
4,0.51,0.09,3,1,2,4,FALSE
17,0.05,0.6,1,6,4,4,FALSE
2,0.4,0.11,8,2,3,3,TRUE
5,0.34,0.45,8,6,4,2,FALSE
6,0.06,0.37,6,4,4,2,TRUE
18,0.34,0.96,8,4,2,4,FALSE
6,0.8,0.54,1,3,1,5,FALSE
10,0.72,0.02,4,1,4,5,TRUE
8,0.97,0.61,6,7,3,2,FALSE
8,0.73,0.02,4,4,3,4,TRUE
2,0.04,0.78,5,4,4,5,TRUE
4,0.18,0.54,4,1,4,4,FALSE
7,0.93,0.73,6,1,4,1,TRUE
4,0.01,0.58,2,1,3,4,FALSE
7,0.64,0.05,6,4,2,1,FALSE
11,0.96,0.47,6,1,3,3,FALSE
3,0.86,0.6,5,6,5,1,FALSE
3,0.77,0.12,5,6,3,3,FALSE
5,0.96,0.38,4,2,3,1,FALSE
2,0.47,0.4,7,4,5,2,FALSE
5,0.75,0.56,2,7,5,1,FALSE
3,0.79,0.63,8,3,3,1,FALSE
1,0.09,0.22,5,1,3,4,TRUE
1,0.09,0.95,7,6,2,4,TRUE
3,0.87,0.83,6,2,1,5,TRUE
12,0.85,0.74,4,3,3,2,FALSE
2,0.66,0.78,3,6,2,5,FALSE
5,0.59,0.38,7,7,3,4,TRUE
16,0.45,0.03,6,3,5,4,TRUE
6,0.18,0.35,8,2,1,2,FALSE
10,0.3,0.92,5,3,2,3,FALSE
8,0.14,0.35,2,2,5,2,FALSE
3,0.69,0.28,5,6,2,2,FALSE
14,0.28,0.27,8,6,1,2,TRUE
1,0.32,0.17,5,5,3,2,TRUE
0,0.74,0.29,2,5,5,4,FALSE
12,0.21,0.18,5,4,3,2,TRUE
7,0.7,0.16,7,2,3,1,TRUE
9,0.29,0.67,1,2,3,1,FALSE
5,0.51,0.62,2,3,1,5,FALSE
1,0.57,0.14,1,2,4,1,FALSE
13,0.06,0.91,7,6,5,5,FALSE
0,0.49,0.48,4,6,5,3,TRUE
16,0.35,0.68,6,7,3,3,TRUE
15,0.03,0.25,1,5,1,1,FALSE
4,0.62,0.14,6,2,1,1,TRUE
8,0.06,0.02,1,6,4,1,FALSE
11,0.86,0.43,7,1,5,5,FALSE
2,0.93,0.27,1,1,2,3,FALSE
15,0.62,0.78,5,2,2,2,FALSE
14,0.02,0.5,7,2,1,4,FALSE
1,0.77,0.69,1,2,5,1,FALSE
2,0.27,0.57,5,3,1,3,FALSE
12,0.49,0.35,3,4,3,3,FALSE
4,0.47,0.95,6,7,1,1,TRUE
3,0.05,0.84,4,5,4,4,FALSE
15,0.95,0.51,8,5,5,2,FALSE
6,0.82,0.08,1,2,4,3,FALSE
4,0.74,0.8,7,7,4,2,FALSE
2,0.19,0.25,4,7,3,2,TRUE
7,0.42,0.92,6,4,4,2,FALSE
8,0.81,0.67,6,1,3,2,FALSE
12,0.54,0.32,5,4,3,5,FALSE
4,0.62,0.04,8,4,3,3,TRUE
2,0.39,0.38,8,4,1,4,FALSE
10,0.81,0.58,4,4,3,5,FALSE
17,0.91,0.07,7,6,4,1,TRUE
1,0.95,0.86,5,4,5,4,FALSE
15,0.45,0.13,3,5,4,2,FALSE
4,0.41,0.04,1,6,5,2,FALSE
0,0.24,0.24,6,3,2,4,TRUE
11,0.9,0.52,3,2,5,2,FALSE
8,0.04,0.59,5,4,1,4,FALSE
9,0.77,0.31,3,3,4,4,FALSE
10,0.96,0.16,2,5,3,5,FALSE
5,0.1,0.87,2,3,5,4,FALSE
11,0.83,0.02,5,7,1,4,TRUE
9,0.89,0.57,2,7,5,4,FALSE
14,0.05,0.72,5,4,4,1,TRUE
2,0.08,0.93,7,4,4,3,TRUE
14,0.96,0.59,8,1,4,2,FALSE
0,0.1,0.68,3,3,2,4,FALSE
10,0.22,0.89,7,5,1,1,FALSE
7,0.89,0.59,3,4,2,5,FALSE
1,0,0.56,6,2,4,1,TRUE
2,1,0.08,3,1,1,1,FALSE
12,0.51,0.45,1,7,2,1,FALSE
7,0.05,0.09,5,6,3,1,TRUE
2,0.25,0.73,4,5,2,3,TRUE
15,0.11,0.49,3,2,2,5,FALSE
4,0.85,0.33,4,2,1,3,FALSE
3,0.66,0.82,6,7,3,3,FALSE
2,0.71,0.49,3,7,2,3,FALSE
1,0.87,0.67,8,6,5,2,TRUE
13,0.53,0.99,7,1,3,5,FALSE
11,0.52,0.44,1,4,5,3,FALSE
6,0.75,0.66,1,1,5,1,FALSE
14,0.01,0.14,4,4,1,3,TRUE
0,0.54,0.08,2,7,1,1,FALSE
14,0.68,0.36,1,4,1,5,FALSE
9,0.42,0.34,6,6,5,3,TRUE
11,0.93,0.08,4,1,5,1,TRUE
10,0.41,0.52,6,2,2,1,FALSE
14,0.15,0.87,1,1,2,5,FALSE
7,0.15,0.57,3,2,2,5,FALSE
3,0.66,0.18,5,7,2,1,TRUE
6,0.99,0.02,5,2,5,2,FALSE
1,0.35,0.05,7,6,4,1,TRUE
10,0.23,0.34,7,1,3,1,FALSE
9,0.96,0.65,1,7,4,5,FALSE
9,0.37,0.53,8,1,4,5,TRUE
9,0.8,0.02,7,5,1,3,TRUE
3,0.43,0.74,3,3,5,3,FALSE
11,0.02,0.2,2,4,5,3,FALSE
12,0.22,0.15,5,5,5,4,TRUE
4,0.75,0.06,2,1,1,1,FALSE
2,0.08,0.55,2,1,5,1,FALSE
5,0.32,0.18,8,5,5,4,TRUE
8,0.83,0.29,7,2,5,2,TRUE
7,0,0.28,3,1,3,5,FALSE
2,0.69,0.16,8,6,3,5,TRUE
2,0.09,0.12,6,7,3,3,TRUE
12,0.77,0.68,6,4,3,5,TRUE
10,0.37,0.54,4,3,2,2,FALSE
18,0.14,0.46,7,3,1,2,TRUE
16,0.34,0.76,4,2,4,3,FALSE
0,0.89,0.96,1,1,4,4,FALSE
6,0.07,0.53,7,7,1,5,FALSE
1,0.42,0.26,8,4,1,5,TRUE
18,0.75,0.29,6,2,2,5,TRUE
6,0.47,0.68,7,7,1,5,TRUE
1,0.53,0.52,2,3,1,3,FALSE
8,0.17,0.49,3,4,1,1,TRUE
1,0.73,0.35,6,7,2,5,FALSE
18,0.5,0.71,3,1,4,3,FALSE
2,0.46,0.85,3,6,2,4,FALSE
12,0.94,0.56,2,6,1,3,FALSE
3,0.05,0.99,3,4,5,1,FALSE
14,0.57,0.79,8,5,1,5,FALSE
15,0.51,0.42,4,6,1,2,FALSE
1,0.62,0.29,7,7,3,5,FALSE
7,0.28,0.2,7,7,5,2,TRUE
7,0.59,0.75,4,7,3,5,FALSE
16,0.91,0.18,7,1,3,3,TRUE
11,0.25,0.99,8,4,5,3,FALSE
6,0.82,0.37,7,1,1,2,FALSE
6,0.23,0.62,7,7,1,5,FALSE
0,0.24,0.58,6,5,4,5,FALSE
8,0.87,0.04,5,3,4,5,FALSE
7,0.35,0.62,7,5,1,2,FALSE
10,0.22,0.78,4,7,3,2,TRUE
8,0.83,0.11,2,4,2,5,FALSE
2,0.3,0.59,1,3,1,1,FALSE
4,0.5,0.6,3,3,2,5,FALSE
16,0.2,0.52,4,5,3,1,FALSE
4,0.03,0.59,2,1,2,1,FALSE
9,0.36,0.54,2,6,5,2,FALSE
17,0.74,0.51,1,6,2,4,FALSE
4,0.78,0.45,8,4,5,1,FALSE
0,0.78,0.52,7,2,2,1,FALSE
9,0.26,0.07,5,4,2,2,TRUE
2,0.16,0.27,2,7,5,1,FALSE
